0	-4,935	1,935
0,05	-2,663	1,885
0,1	-1,618	1,834
0,15	-0,773	1,784
0,2	-0,034	1,732
0,25	0,635	1,679
0,3	1,253	1,625
0,35	1,829	1,57
0,4	2,369	1,512
0,45	2,877	1,452
0,5	3,356	1,388
0,55	3,806	1,322
0,6	4,228	1,251
0,65	4,622	1,175
0,7	4,987	1,093
0,75	5,32	1,003
0,8	5,618	0,905
0,85	5,876	0,796
0,9	6,08	0,675
0,95	6,199	0,536
1	5,89	0,377
